Drama Name	Episode Number	URL	Start Time	End Time	Urdu Sentence	English Sentence	Correct/Incorrect	Correct Translation
Aik hath mehendi	7	https://www.youtube.com/watch?v=XRUTsWzSkoE	17:35	17:41	"?? ???? ??? ? ?? ???? ??? ??? ???? ????? ?? ? ??? ? ???? ?? ???? ??? ??? ????? ??? ??"	"It was there, it must be put in the office, yes, but it's over."	0	"It was there, it must be lying in the office, yes, but now the office has also been seized"
Samjhota	11	https://www.youtube.com/watch?v=qAZTUkg3dEg	0:00	0:00	??? ?? ??? ???? ??? ???? ??? ?? ?? ??? ???? ???	I couldn't even think what you would do?	0	[30:11] I couldn't even think that this what you'll do?
Mora piya	7	https://www.youtube.com/watch?v=ZbPecNK1_7U	0:00	0:00	"???? ????? ? ??? ????? ?????? ???? ??? ?"	"But the mountain, I'm always worried,"	0	"[02:21] But Ghazala, I am always worried,"
wafa_be_mol	22	https://www.youtube.com/watch?v=C20NpWg3EP8	24:20:00	24:26:00	??? ?? ??? ???? ?? ??? ???? ?? ???? ????? ??? ?? ??? ?????	"If you want to stay away from a girl, normal problem will be normal"	0	"If you want a promise on WhatsApp to stay away from a girl, then common problem"
Digest Writer	16	https://www.youtube.com/watch?v=kqTOmTdnqf0	18:50	18:56	"???? ???? ? ?? ?? ????? ?? ?????? ???? ?? ???? ?? ?? ?? ???"	"No, you're hurt because Thomas's on the head's head and"	0	"No sir, you are in pain because Najma's wedding is on the head and"
Mora piya	24	https://www.youtube.com/watch?v=DrIo2BYVGuU	0:00	0:00	???? ?? ??? ????? ??? ??	Where has someone been destroyed?	0	[11:48] How can someone who is ruined
Lakin	15	https://www.youtube.com/watch?v=RbCP7exU65w	1:48	1:57	???? ???? ?? ?? ???? ??? ??? ???? ??	But I like your daughter-in-law	0	But I like your daughter Kiran very much
Mora piya	37	https://www.youtube.com/watch?v=shV-5wtBoEg	0:00	0:00	"??? ? ??? ??? ???? ???? ?????"	"I’m not interested in it, I don’t want to talk about it."	0	"[06:14] Raza, I don’t want to talk"
Rasm_E_Duniya	3	https://www.youtube.com/watch?v=VI7Zgw10kFs	19:42	19:47	?? ?? ??? ?? ??? ???? ???? ????? ?? ?? ?? ???? ??? ?? ?? ???? ?? ???? ??? ???	You've started working yourself.	0	You have also started doing your own thing modesty you do this get me poison from somewhere
Samjhota	3	https://www.youtube.com/watch?v=oWTt2CVA_dI	0:00	0:00	??? ???? ???? ?????? ?? ????? ?? ?? ?? ?? ?? ??? ??? ????? ?? ???? ??? ??? ???	I can't believe that all of them have called you in the office office.	0	[12:33] I can't believe that Shanzay said all of this to you about Sarmad at the office.
Rasm_E_Duniya	23	https://www.youtube.com/watch?v=RVS8-ETRq9I	6:06	6:12	???? ???? ???? ??? ???? ?? ????? ???? ???? ?? ????? ???? ???? ???	"Why not see, our wedding wasn't to express our love?"	0	Why is it not looking right Our marriage was not to express love
Lakin	22	https://www.youtube.com/watch?v=T_C3OYWaq70	18:15	18:24	"????? ?? ????? ?? ??? ?? ? ???? ??"	"She's got a job, okay."	0	"Parvesh has got a job, okay"
Rasm_E_Duniya	9	https://www.youtube.com/watch?v=SZpaXXJPB-w	25:18:00	25:24:00	AAA ?? ??? ???? ???	A-1 you didn't have yourself.	0	aaa you did not go yourself no no I sent the kid from the street now mashallah
Samjhota	48	https://www.youtube.com/watch?v=6Or1-BFLEPw	0:00	0:00	???? ????? ??? ?? ?????? ???!	My fault? Are you serious!	0	[25:39] My fault? are you serious!
Kabuli Pulao	10	https://www.youtube.com/watch?v=ptDc3vRNJMc	0:00	0:00	?? ???? ??? ??? ?????	You're very pleased with me.	0	[32:52] you keep me very happy
Mora piya	28	https://www.youtube.com/watch?v=914l0Axvwxw	0:00	0:00	??? ???? ?? ??? ???? ??? ?? ?? ???? ?????? ???? ???? ???	I pray to God that he makes sense.	0	[02:55] I pray to Allah he regains consciousness.
Lakin	1	https://www.youtube.com/watch?v=Ul7_XPfZbpI	6:07	6:14	"??? ?? ?? ?? ????? ?? ? ???? ?? ?? ????? ?? ????? ???? ?? ? ?? ??? ?? ???? ?? ???? ??? ???? ???? ???"	"I praise you, I don't need to appreciate you, why are you saying so strange to me?"	0	"I praised you Parvez, I don't need your praises, why do you talk to me so rudely?"
Mora piya	52	https://www.youtube.com/watch?v=vm8hhPDSZtI	0:00	0:00	???? ???? ???? ???? ?? ?? ???? ??? ???? ??????	I don't know what I should do.	0	[10:25] I don’t understand what I should do.
Lakin	9	https://www.youtube.com/watch?v=3liSLC3RECU	25:14:00	25:22:00	"??? ???? ??? ?? ???? ????? ? ?? ??? ???? ????? ? ??? ??? ???? ???? ????"	"Keep it alive well, forget everything, I can't forget."	0	"Live it well, forget everything, I can't forget it"
Rasm_E_Duniya	17	https://www.youtube.com/watch?v=TOAjiSmQG_0	32:46:00	32:54:00	??? ?? ?? ?? ?? ???? ????? ???? ?? ???? ???? ?? ???? ??? ??? ?????	I didn't tell you so that you might put your family into an apartment.	0	I did not tell you so that you could put your family in the dock.
Kabuli Pulao	3	https://www.youtube.com/watch?v=p3RnpoFf4hs	0:00	0:00	?? ??? ?? ???? ???? ???? ???	They do not believe in anyone.	0	[15:19] They don’t believe anyone
Samjhota	5	https://www.youtube.com/watch?v=cPi-e0Jjt8g	0:00	0:00	?? ????? ?? ??? ??????? ?? ???? ??? ?? ?????	You both have the habit of syneering. We're not.	0	[18:34] Both of you have the habit of backstabbing. Not us.
Digest Writer	2	https://www.youtube.com/watch?v=h2ha2dRb4Cs	3:41	3:41	"Do what you like, which one? Now you can laugh."	"You know, it's a lot that you're looking for."	0	"Do what you like, which one? Now you can laugh. 4:04"
Rasm_E_Duniya	26	https://www.youtube.com/watch?v=MoEUVDYo1cs	27:41:00	27:47:00	"?? ?? ?? ?? ?? ??????? ?? ????? ??? ?? ????? ???? ???? ??? ?? ? ?? ??? ????? ?? ???"	"At least you won't have to be brought before guests, go to Haggai, and finish."	0	"At least you would not have to face humiliation in front of the guests, Hajj is over and"
Lakin	11	https://www.youtube.com/watch?v=xMYf-P4CKHY	28:10:00	28:15:00	"??? ? ??? ?? ??? ? ?? ?? ??? ??? ??? ? ??? ??? ?? ??? ??? ??? ?????? ??? ???? ???? ????? ???"	"Yeah, don't worry, you're telling the truth, yes, because I'm not lying."	0	"Yes, don't worry, you are telling the truth, yes I am telling the truth because I don't lie"
Samjhota	31	https://www.youtube.com/watch?v=01XAZN-ZbaU	0:00	0:00	?? ?? ???? ???? ?????!	You shouldn't!	0	[01:35] You shouldn't!
Mora piya	31	https://www.youtube.com/watch?v=F3WL_k-jf1c	0:00	0:00	?? ??? ?? ???? ???? ??? ??	I'm not worth it.	0	[10:21] then I will not be able
wafa_be_mol	23	https://www.youtube.com/watch?v=MIdZmdjBVzw	19:12	19:23	???? ??? ?? ?? ???? ???? ?? ???? [??????]	[But] I can't stay without you without you.	0	so that I cannot live without you [music]
wafa_be_mol	43	https://www.youtube.com/watch?v=YUmRpKYcd-E	19:05	19:13	"?? ????? ?? ??? ?? ? ???? ????"	"You look like, my friend."	0	"You are looking cute, my friend"
Kabuli Pulao	10	https://www.youtube.com/watch?v=ptDc3vRNJMc	0:00	0:00	"???? ?? ??? ???? ?? ?"	"But it's great, it's great."	0	"[19:20] but this is great,"
Kabuli Pulao	13	https://www.youtube.com/watch?v=3hZ4S200miU	0:00	0:00	???? ???? ????? ?? ?? ?? ??? ??? ?????? ???	I don't know what he sees in him.	0	[09:09] I don’t know what she sees in him.
Lakin	24	https://www.youtube.com/watch?v=83bsAg7zCBw	14:36	14:49	"???? ????? ????? ???? ? ?? ?? ??? ??? ? ?? ?? ????? ????? ??? ? ???? ??"	"I've lost my life, what you've got on, it's okay, it's okay."	0	"What did you get, by ruining my life, your wife came to Parvez, right"
Samjhota	49	https://www.youtube.com/watch?v=LEWv6_5NFrA	0:00	0:00	"???? ?? ??? ? ??? ??? ???? ? ??? ?? ??? ??????"	"Here you are, something warm enough, I built it."	0	"[20:25] Here you are, some hot coffee, I made it."
wafa_be_mol	24	https://www.youtube.com/watch?v=41ADep3RdoE	13:45	13:53	"??? ???? ?? ??? ??? ????? ??? ?? ? ???? ??? ??? ?? ?? ???? ????? ?? ??? ?? ????"	"I'll've gone away from BAT, please don't speak to me without words."	0	I must have gone far away Ramesh please don't talk vulgar things to me
Samjhota	26	https://www.youtube.com/watch?v=LWmrrLRrIjk	0:00	0:00	"???? ???? ?? ????? ? ?? ?? ???? ?????? ?? ???? ???? ????? ??? ????? ?? ??????? ?? ?? ??????? ???? ??? ??"	"I mean, you've celebrated my birthday so well, although your situation is very hard."	0	"[24:33] I mean look, you have celebrated my birthday in such a nice manner although your situation is quite tough"
Aik hath mehendi	7	https://www.youtube.com/watch?v=XRUTsWzSkoE	31:26:00	31:34:00	?? ???? ????? ?? ??????? ??? ????? ??	He puts his life in trouble	1	He puts his life in trouble
Mora piya	12	https://www.youtube.com/watch?v=_Up5V9VEo1s	0:00	0:00	?? ?? ???? ??? ?????	A lot of resentment before the day had already taken place.	0	so angry before today.
wafa_be_mol	5	https://www.youtube.com/watch?v=0GLN2gxLfas	6:04	6:11	??? ???? ???? ?? ??? ??? ???? ???? ??? ???? ??? ????? ????? ???	"I'm not going to be okay, so bring home for me, please, and let me eat."	0	I am not feeling well so please bring breakfast for me and
Mora piya	37	https://www.youtube.com/watch?v=shV-5wtBoEg	0:00	0:00	"?? ?? ???? ? ?? ??? ??? ???? ??? ???"	"Your will, you won't work every time."	0	"[04:51] Your will, won’t work every time."
Aik hath mehendi	28	https://www.youtube.com/watch?v=u1rZMFUjQpA	3:43	3:48	"???? ?? ??? [??????] ???? ???? ????? ? ????? ???? ?? ?? ?? ???? ????? ???"	"Love should sit in the garden [in Paradise], Brother Aaron told you the right thing."	0	"Love should get heaven [Music] Look son, Bhai sahab had told you right"
Mora piya	14	https://www.youtube.com/watch?v=zbciLkP5or0	0:00	0:00	?? ?? ???? ??? ??????	You fire.	0	[01:55] You shut the hell up.
wafa_be_mol	21	https://www.youtube.com/watch?v=21lNrpBcCDM	16:28	16:42	"???? ? ?? ?? ??? ?????? ?? ? ???? ??? ???? ????? ? ???? ?? ?? ???? ??????? ???? ???? ????? ? ???? ?????"	"Hi, it's going to end, what I should do, how should I get rid of it, Father."	0	"Hero, all this will end, what should I do, how should I get rid of it, Baba Janki"
Samjhota	30	https://www.youtube.com/watch?v=WOQUK26fT8g	0:00	0:00	??? ?? ???? ??? ?? ??? ??? ??? ???? ???? ??? ???? ??? ?? ??? ??	"And you're right, you're wrong, and I'm wrong."	0	[05:33] and you are taking me wrong. Also Madam Azra is taking me wrong too
Mora piya	46	https://www.youtube.com/watch?v=lrm5v2o645s	0:00	0:00	??? ?? ?? ???? ?? ????? ???? ???	Don't you care?	0	[11:47] Don’t you care about Mona?
Samjhota	40	https://www.youtube.com/watch?v=oqQ9r7RBBR4	0:00	0:00	"??? ?? ??? ???? ???? ???? ????! ?? ?? ???? ????? ???? ? ???? ???? ?? ?? ?? ?? ???? ??? ???"	"I can't see there! Check it, I hope he's not sleeping."	0	"[01:32] I cannot see Kashif around! Check on him, I hope he is not asleep."
Aitraz	7	https://www.youtube.com/watch?v=cpIUSX_NLh0	0:17	0:23	????? ?? ???? ??? ??? ??	What has happened?	0	What has happened to fate
Aik hath mehendi	26	https://www.youtube.com/watch?v=cEjbkcdCHpI	9:07	9:14	"?? ?? ???? ???? ??????? ?? ??? ????? ??? ??? ????? ? ???? ?? ? ???"	"He deceived all my neighborhood and ate it, okay."	0	"She also cheated and ate all my golgappas, okay, yes"
Kabuli Pulao	16	https://www.youtube.com/watch?v=hA5194XHC44	0:00	0:00	"???? ? ???? ???? ? ????? ??? ????"	"No, Mr. Jack, exactly the same thing."	0	"[01:18] No, Mr. Haji, just like that."
Rasm_E_Duniya	17	https://www.youtube.com/watch?v=TOAjiSmQG_0	33:21:00	33:27:00	??? ??? ?? ?? ?? ??? ?? ?? ?? ?? ??? ???? ???? ???? ???	Especially for the one you still love.	0	Specially for the one whom you still love. do
Mora piya	28	https://www.youtube.com/watch?v=914l0Axvwxw	0:00	0:00	??? ?? ????? ?? ????	And say not of that which they say:	0	[10:28] and don’t say this nonsense.
Samjhota	47	https://www.youtube.com/watch?v=MCrT3BudoII	0:00	0:00	"??? 3 ?? 4 ??? ??? ? ??? ?? ?? ??? ???? ??? ??????!"	"In just 4 months, I'm carrying a burden on them!"	0	"[22:38] In just 3 to 4 months, I'm a burden on them Munazza!"
Mora piya	43	https://www.youtube.com/watch?v=529Gaicpw_o	0:00	0:00	"???? ???? ???? ??? ???? ????? ??? ?"	She didn't want anything good.	0	"[16:05] Fiza didn’t want any good,"
Digest Writer	1	https://www.youtube.com/watch?v=AVYyaA_x8Yc	1:17	1:24	?? ?? ????? ????? ??? ?? ?? ???? ???? ??? ?????????? ??? ??????	He always wanted us to spend our night in the hospital.	0	That he always wanted that we spend our honeymoon in Switzerland
Samjhota	45	https://www.youtube.com/watch?v=cSgwPfB0Ygo	0:00	0:00	?? ????? ?? ?? ?? ?? ?? ???? ???!	You know that you're sick of heart!	0	[13:27] You know that you are a heart patient!
Mora piya	45	https://www.youtube.com/watch?v=ezWN0MNi24k	0:00	0:00	"???? ?? ? ???? ??? ???? ???? ??????"	"All right, okay. Take care of yourself."	0	"[07:37] Okay, fine. Take care of yourself."
wafa_be_mol	23	https://www.youtube.com/watch?v=MIdZmdjBVzw	10:23	10:36	???? ??? ???? ???? ??? ???? ?????? ??	But why is that so cheap?	0	But why can God do such a cheap act
Digest Writer	14	https://www.youtube.com/watch?v=KeGyr2Fzd_c	25:42:00	25:47:00	"????? ?? ???? ???? ???? ??? ??? ?? ?? ????? ??? ???? ?? ??? ??? ? ???? ?????"	"If you have to get married, you have to get married, and then you've spent everything unjustly, take care of everything."	0	"Shakeela's marriage has to be done and then you did everything by spending wastefully, take care"
Rasm_E_Duniya	9	https://www.youtube.com/watch?v=SZpaXXJPB-w	0:05	0:12	???? ???? ??? ?? ???? ??? ??? ??	Someone has gone out of my soul	1	Someone has gone out of my soul
Samjhota	3	https://www.youtube.com/watch?v=oWTt2CVA_dI	0:00	0:00	??? ?? ?? ??????? ??? ????? ???? ?? ?? ?? ??? ??? ???? ??? ??!	I'll take your brothers and old father to your part!	0	[09:08] I will strip your brothers and old father of your share!
wafa_be_mol	21	https://www.youtube.com/watch?v=21lNrpBcCDM	6:46	6:56	"??? ??? ? ?? ??? ?? ?? ?????? ?? ??? ?? ???? ? ?? ????? ???? ??"	"If yes, then you have to talk to the sign, that's the central blame."	0	"If yes, then you must have talked to Nishaniya, he is the main accused"
Samjhota	39	https://www.youtube.com/watch?v=-XvXQp0S7LE	0:00	0:00	"???? ?? ????! ??? ? ?? ?? ?? ??? ??? ?? ???? ???????"	"Okay, let me come back when it comes to you."	0	"[08:11] Okay easy! Come on, return me when you have them"
Kabuli Pulao	12	https://www.youtube.com/watch?v=Ijb_vG-2sso	0:00	0:00	"?? ???? ?? ? ??? ???? ?? ?? ???? ?? ????? ???"	It's possible to see it and we'll become friends.	0	"[23:13] It is possible, seeing it we will become friends."
Mora piya	48	https://www.youtube.com/watch?v=WFEs42Zk4hE	0:00	0:00	???? ???? ?? ??? ???? ??? ???	But there's no time to see.	0	but Hamza still hasn’t come.
Samjhota	41	https://www.youtube.com/watch?v=yRSBvYnh34M	0:00	0:00	???? ???? ??? ?? ??? ??? ?????? ??? ?? ????? ?? ??? ??? ???	We also enjoy our present life. It's important for us to remember.	0	[02:54] We have to also enjoy our present too. This is important for memories.
Kabuli Pulao	5	https://www.youtube.com/watch?v=CsBg7C5VVl4	0:00	0:00	??? ???? ?? ?? ????? ??	And I care about him.	0	and I care about that
Digest Writer	7	https://www.youtube.com/watch?v=vHb-Ni0X71o	30:34:00	30:40:00	"??? ???? ???? ? ???? ?? ?? ????? ?????? ? ??? ??? ??? ?????? ??"	"Not hard work, make yourself stronger, much more."	0	"Not hard work, make yourself strong, so much can be said"
Samjhota	47	https://www.youtube.com/watch?v=MCrT3BudoII	0:00	0:00	???? ???? ???? ?? ???? ?? ?? ???? ??? ?????? ???!	I don't think the aunt works better than that!	0	[37:31] I don't think aunt can do any better!
Lakin	12	https://www.youtube.com/watch?v=lGlE2fg3wn4	28:07:00	28:14:00	?????? ???? ??? ?? ??? ??? ?? [??????]	The effort will be well worth the effort.	0	Efforts will be well spent [Music]
Aitraz	15	https://www.youtube.com/watch?v=Bx6ehifMQQ0	34:28:00	34:35:00	?? ?? ????? ????? ?? ??? ??? ?? ?? ???? ????? ???	I'm away from you and I'm with you.	0	has rejected you and I am sitting with you
Lakin	12	https://www.youtube.com/watch?v=lGlE2fg3wn4	3:35	3:42	"???? ? ???? ?????? ?? ?? ??? ????"	"General, who broken my confidence?"	0	"Khala, who broke my trust?"
Aitraz	10	https://www.youtube.com/watch?v=gm-6xGEnXTQ	4:16	4:21	???? ?? ?? ???? ???? ??? ???? ???? ??? [??????]	But you didn't do anything good to me either [Music]	1	But you didn't do anything good to me either [Music]
Samjhota	31	https://www.youtube.com/watch?v=01XAZN-ZbaU	0:00	0:00	???? ?? ???? ???? ???? ?????!	- Here we go amazing!	0	[27:45] Here we go. Amazing!
Rasm_E_Duniya	26	https://www.youtube.com/watch?v=MoEUVDYo1cs	0:45	0:51	"??? ?? ???? ???? ??? ???? ???? ??? ?? ? ???"	"If you don't give me any reason, then"	1	"If you don't give me any reason, then"
Samjhota	38	https://www.youtube.com/watch?v=hu5o6jIvZwI	0:00	0:00	"????? ? ???? ?? ?? ?? ?? ?? ?? ??????? ?? ???"	"Oh, even this day you've been out of play."	0	"Look, even that day you had misbehaved"
Kabuli Pulao	14	https://www.youtube.com/watch?v=C0roOEvM27Y	0:00	0:00	"??? ?? ????? ?? ???? ??? ???? ?? ?"	"There's no reason to cut the dog,"	0	"[05:48] There is no reason for a dog to bite,"
Lakin	16	https://www.youtube.com/watch?v=GV8UED-HrKc	0:38	0:45	"??? ??? ??? ???? ???? ? ??? ???? ????? ? ??? ? ?? ??? ???"	"I don't do anything wrong, isn't I? Yeah, it's wrong."	0	"I don't do anything wrong, do I? Parvez, yes, it's wrong."
Mora piya	58	https://www.youtube.com/watch?v=UYFgxe3ZW0k	0:00	0:00	"???? ????? ??? ?? ??? ???? ???? ???? ????? ?"	"We should not react exactly,"	0	"[23:27] we shouldn’t react at all,"
Aik hath mehendi	35	https://www.youtube.com/watch?v=r99iViFqoi4	5:26	5:33	?? ?? ???? ??? [??????]	He did it [ Credit Line]	0	She said it right [Music]
Mora piya	25	https://www.youtube.com/watch?v=N-VoNsTG8_o	0:00	0:00	???? ???? ????? ???????? ????? ???	"Now, let's continue to ignore me."	0	[21:59] Somi is constantly ignoring me.
Rasm_E_Duniya	6	https://www.youtube.com/watch?v=doZumWuLYhg	40:31:00	40:38:00	"??? ????? ??? ?? ???? ?? ???? ???? ?? ??? ?? ?? ????? ?? ????? ???? ????? ? ?? ???? ???? ??? ? ?? ??????? ???"	"I know the answer to love is love I don't know how to tell you, you look good, you smile"	1	"I know the answer to love is love I don't know how to tell you, you look good, you smile"
Digest Writer	11	https://www.youtube.com/watch?v=NQNreSZOcGQ	11:38	11:44	??? ???? ???? ?? ?? ?? ?? ???? ???? ?? ??? ???? ??? ?? ????? ??	And I'm glad you've introduced my brain very well.	0	And I am happy that you have mixed my mind very well
Mora piya	3	https://www.youtube.com/watch?v=Z51IAZSenJU	0:00	0:00	"?? ????? ??? ?? ? ????"	"It's really terrible, baby."	0	"[09:52] This is really bad, child."
Aun Zara	1	https://www.youtube.com/watch?v=LLrWDjHqioM	20:55	21:01	??? ?? ???? ?????? ?? ?????	I saw my prince.	0	I saw my prince
Digest Writer	15	https://www.youtube.com/watch?v=_Y2zCpEK1Z4	15:36	15:43	?? ???? ?????? ??? ??	You're in my arms.	0	You are in my arms
Samjhota	16	https://www.youtube.com/watch?v=9ej-NQ3QPr8	0:00	0:00	??? ?? ???? ?? ?? ?? ??? ??? ???? ?????? ???? ??? ?? ???	"She says, this house's all because of me in this house."	0	[01:28] Asad says that all the fuss in this house is because of me.
wafa_be_mol	16	https://www.youtube.com/watch?v=-NL4YpfNOSg	32:45:00	33:22:00	"?? ?? ???? ? ??? ?? ?? ?? ??? ??? ?? ????? ?? ?????? ?? ???? ? ?? ????? ?? ??? ??? ??? ?? ? ????? ? ?? ??? ?? ?????"	"At the same time, I told you not to wait for food, that people enjoy it, Brother, whenever they want to."	0	"Along with this, I told you not to wait for food, these people have a lot of fun, brother, whenever they want"
wafa_be_mol	17	https://www.youtube.com/watch?v=4XZRBD5yi58	28:13:00	28:21:00	"?? ???? ?? ? ????? ???? ???? ?? ???? ??? ?? ??????? ???? ?? ??? ????"	"Where are you, sir? I'm not getting any call or messages all day."	0	"Where are you, madam? I have been getting no calls or messages all day."
Lakin	1	https://www.youtube.com/watch?v=Ul7_XPfZbpI	27:32:00	27:39:00	"???? ???? ?? ?? ??? ??? ???? ???? ?? ? ???? ?? ???? ??????? ?? ?? ??? ?? ?? ??? ???? ???? ????"	"My son doesn't live in your home, but I just bad to bring you here."	0	"My son does not live in your house, rather it is my misfortune that I brought you here too."
Mora piya	1	https://www.youtube.com/watch?v=czNFMXQ9Efk	0:00	0:00	??? ????? ???? ???? ??????	And they should not go.	0	[16:22] and they shouldn’t go.
Samjhota	23	https://www.youtube.com/watch?v=wPPonSe8L1g	0:00	0:00	??? ???? ???? ?? ??? ?? ??? ???? ?? ?? ????? ??? ??? ???? ?? ???? ????? ???? ???? ???? ???? ???? ???	"And you're saying these things here, he's never allowed me to know."	0	[21:49] Asad has disappeared somewhere and here you are saying these things. He never leaves without informing me.
Lakin	6	https://www.youtube.com/watch?v=ZJPJvpSVa0Q	9:01	9:07	"???? ???? ???? ?? ?? ?? ???? ???? ????? ? ?? ???? ???? ???? ? ??? ??? ? ?? ?? ?? ??? ?? ???? ???"	"I should marry my daughter, never, it's going to be a breaker when you get angry."	0	"I should get my daughter married to him, it will never happen, hey Aada, spit out your anger when"
wafa_be_mol	29	https://www.youtube.com/watch?v=xLsH4ic9ASg	9:16	9:22	"?????? ????? ?? ?? ?? ?? ???? ??? ???? ?? ? ???? ???? ????? ?????? ?? ? ???? ??? ??? ???? ????? ??"	"The fact is that she will be happy, give me my life, and I've got a better decision."	0	"That the above complaint is that she will keep me happy, let me live my life, my skin has become very good"
Samjhota	3	https://www.youtube.com/watch?v=oWTt2CVA_dI	0:00	0:00	????? ?? ???? ?? ???? ... ?? ??? ?? ?? ??? ??? ???? ?????? ???	Tell him... it's also a trick of your trick.	0	[11:18] Sorry to say so... this could be a trick of yours as well.
Samjhota	13	https://www.youtube.com/watch?v=sXQvZkJ9484	0:00	0:00	???? ??? ?? ??? ???? ????? ??? ?? ?? ??? ???? ?? ???? ?? ??? ????	Please don't cry like this. I'm going to look at you.	0	[20:27] Please don't cry like this. I'm taking tension by looking at you.
wafa_be_mol	7	https://www.youtube.com/watch?v=Y8mM9ZPpy2s	5:24	5:29	?? ???? ??? ????? ???? ?????? ?? ??? ??? ??? ???	We are very important for the week-old brother to be put to the test	0	We are very important for week Ram Bhai sahab exam
wafa_be_mol	11	https://www.youtube.com/watch?v=ox7H39ZKz5k	2:54	3:01	??? ????? ????? ??? ?? [??????]	And there they will always be. [ Footnotes]	0	And will always be there [Music]
Mora piya	25	https://www.youtube.com/watch?v=N-VoNsTG8_o	0:00	0:00	"?? ?? ????? ???? ??? ?? ?"	"You will have to stay busy,"	1	"You will have to stay busy,"
Dastaan	7	https://www.youtube.com/watch?v=RCO4H0M4or8	33:54:00	34:01:00	"??? ????? ??? ?? ?? ???? ?? ??? ????? ?? ? ???? ?? ??? ?????? ??"	"I know it's going to climb up like the first, sits like good."	0	"I know it climbs like before, sits like good"
Mora piya	23	https://www.youtube.com/watch?v=op7l7s7Ghc0	0:00	0:00	???? ?? ?? ?? ?????	Her situation from crying.	0	her condition by crying.
Lakin	6	https://www.youtube.com/watch?v=ZJPJvpSVa0Q	29:58:00	30:06:00	"??? ?? ????? ? ???? ???? ?? ?? ???? ??? ??? ??? ??? ????? ???? ??? ??? ?????? ??? ?? ????? ???? ???? ???"	"Through God, I mean that anyone can do anything with us, we're always ready."	0	"By God, I mean anyone can do anything to us at any time. We are always ready"
Samjhota	33	https://www.youtube.com/watch?v=KJs8qoY1FsE	0:00	0:00	???? ?? ???? ????? ?? ??? ?? ?????? ?? ??? ???? ???? ??	We don't know what the rich people are talking about.	0	[02:05] we don't get to know the mood swings of these rich people
Mora piya	36	https://www.youtube.com/watch?v=oFgvCQSCEhQ	0:00	0:00	"???? ? ?? ???? ???? ???"	"No, you're right."	0	"[26:32] No, you are right."
Mora piya	27	https://www.youtube.com/watch?v=ubgoNKOnm_0	0:00	0:00	?? ?? ?? ???? ??? ??? ???? ????? ???? ????? ???	"Until, when a person desires to tell lies."	0	[11:53] unless a person wants to lie themselves.
wafa_be_mol	23	https://www.youtube.com/watch?v=MIdZmdjBVzw	25:28:00	25:37:00	[??????] ??? ??? ???? ???? ??????	I can't accept it.	0	[Music] I can't accept it
Mora piya	23	https://www.youtube.com/watch?v=op7l7s7Ghc0	0:00	0:00	???? ????? ??? ?? ?? ?? ??? ???? ???? ?????	Tell me I can't see you like that.	0	[20:07] Tell me. I cannot see you like this.
Mora piya	60	https://www.youtube.com/watch?v=L4R6M-G4nMQ	0:00	0:00	"????? ???? ? ??? ?????? ???"	"Second, I'm afraid."	0	"[27:35] otherwise, I get scared"
Malaal	9	https://www.youtube.com/watch?v=Us17gH78B2k	12:15	12:18	?? ???? ??? ??? ????? ??	It's fresh and delicious.	0	It is fresh and very tasty
wafa_be_mol	14	https://www.youtube.com/watch?v=IM7szWwi0fQ	15:18	15:26	[?????] ?? ???? ???? ????	So let's start.	0	You can give special discount to the record
Samjhota	3	https://www.youtube.com/watch?v=oWTt2CVA_dI	0:00	0:00	???? ????? ?? ?? ??? ?? ??? ?? ?????	Do not mention My name.	0	[26:26] Don't mention his name in front of me.
Samjhota	17	https://www.youtube.com/watch?v=zblBWxzq62Q	0:00	0:00	"?? ?? ???? ?? ? ????? ???? ?? ???? ???? ?? ???? ???? ????"	"This means, Brother dignity started fighting his children?"	0	"[16:46] This means, brother Waqar started fighting with his children?"
Lakin	20	https://www.youtube.com/watch?v=es1XTwXDnsQ	10:34	10:43	"???? ? ??? ???? ?????? ?? ??? ?? ??? ? ???? ?? ???? ?????? ?? ?? ??? ??? ???? ???? ???"	"Lady, I'm due to my disease, so why do you bring your disease into everything?"	0	"Hashim, I am because of my illness, so why do you bring your illness into everything"
Digest Writer	15	https://www.youtube.com/watch?v=_Y2zCpEK1Z4	18:51	18:58	??? ??? ?? ?? ??? ???? ???? ??? ?? ?? ?? ?? ??? ???? ???? ??	"If I don't talk to you, why do you like everything?"	0	"Why do you like everything I say, if I don't talk to you"
wafa_be_mol	10	https://www.youtube.com/watch?v=umjU5pPSpTU	7:33	7:38	"?? ?? ??? ?? ???? ???? ?? ???? ???? ?? ? ?? ??? ??? ??? ??? ?????? ???? ???? ??? ? ??? ???? ???"	"He married me with his own will, now I'm a big black man, I'm so."	0	"She married me with her own will, now I am a big double faced man, I am so"
Samjhota	40	https://www.youtube.com/watch?v=oqQ9r7RBBR4	0:00	0:00	???? ?? ?? ?? ??? ????? ????? ???	I'm so sorry for all of them.	0	[05:09] I'm really sorry for all of this.
Samjhota	9	https://www.youtube.com/watch?v=eIc3eJhbz1U	0:00	0:00	"???? ???? ?? ? ?? ????? ???? ??? ?? ?? ?????? ???"	But he's our older brother. He's power.	0	"[19:27] But it's alright, he's our elder. He can do that."
